Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2026-06-24;CIUDAD VELOZ PLAN SUELDO;CIUDAD VELOZ PLAN SUELDO;Pesos;40000000;1;72;735600;18;64;40,00;Empleados públicos;4,84;97,46;Fija;126,70;726,00;Provincia de Salta;NO APLICA
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2026-06-24;CIUDAD VELOZ PLAN SUELDO;CIUDAD VELOZ PLAN SUELDO;Pesos;40000000;1;72;735600;18;64;40,00;Empleados públicos;4,84;97,46;Fija;126,70;726,00;Provincia de Buenos Aires;NO APLICA
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2026-06-24;CIUDAD VELOZ PLAN SUELDO;CIUDAD VELOZ PLAN SUELDO;Pesos;40000000;1;72;735600;18;64;40,00;Empleados públicos;4,84;97,46;Fija;126,70;726,00;Provincia de Mendoza;NO APLICA
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2026-06-24;CIUDAD VELOZ PLAN SUELDO;CIUDAD VELOZ PLAN SUELDO;Pesos;40000000;1;72;735600;3;64;40,00;Clientes que acrediten sueldos en la entidad;4,84;97,46;Fija;126,70;726,00;Provincia de Buenos Aires;NO APLICA
34;BANCO PATAGONIA S.A.;2026-03-26;PRESTAMO PERSONAL PATAGONIA SIMPLE;PP PLUS;Pesos;30000000;10000;60;400000;0;84;50,00;Todos los beneficiarios;4,00;129,55;Fija;171,24;853,00;Todo el territorio nacional;DE ACUERDO A LA JURISDICCION DE RADICACION DE LA CUENTA ES SUSCEPTIBLE DE SER ALCANZADO POR IMPUESTOS PROVINCIALES. LOS INGRESOS MINIMOS CORRESPONDEN A INGRESOS NETOS MENSUALES PARA LA LINEA PATAGONIA PLUS.
34;BANCO PATAGONIA S.A.;2026-03-26;PRESTAMO PERSONAL PATAGONIA SIMPLE;PP TRADICIONAL;Pesos;30000000;10000;60;0;0;84;50,00;Todos los beneficiarios;4,00;173,78;Fija;234,52;1038,00;Todo el territorio nacional;DE ACUERDO A LA JURISDICCION DE RADICACION DE LA CUENTA ES SUSCEPTIBLE DE SER ALCANZADO POR IMPUESTOS PROVINCIALES.
44;BANCO HIPOTECARIO S.A.;2026-08-12;PRESTAMO PERSONAL CARTERA GENERAL;PMO. PERS CG;Pesos;100000000;20000;36;828520;3;80;25,00;Clientes con cuenta en la entidad;5,00;195,71;Fija;266,98;1117,00;Todo el territorio nacional;
44;BANCO HIPOTECARIO S.A.;2026-08-12;PRESTAMO PERSONAL DESTINO CONSTRUCCION VVDAS MODULARES;HIPOVIVIND;UVA;50000;5000;72;585869;12;64;25,00;Clientes con cuenta en la entidad;3,00;16,08;Fija;16,08;211,00;Todo el territorio nacional;
44;BANCO HIPOTECARIO S.A.;2026-08-12;PRESTAMO PERSONAL MERCADO ABIERTO;PMO. PERS MA;Pesos;100000000;20000;36;828520;3;80;25,00;Personas humanas en relación de dependencia;5,00;195,71;Fija;266,98;1117,00;Todo el territorio nacional;
44;BANCO HIPOTECARIO S.A.;2026-08-12;PRESTAMO PERSONAL PLAN SUELDO;PMO. PERS PS;Pesos;100000000;20000;36;828520;0;80;25,00;Clientes que acrediten sueldos en la entidad;5,00;171,77;Fija;231,91;1035,00;Todo el territorio nacional;
44;BANCO HIPOTECARIO S.A.;2026-08-12;PRESTAMO PERSONAL DESTINO CONSTRUCCION VVDAS MODULARES;HIPOVIVIND;UVA;50000;5000;72;658601;12;64;25,00;Clientes con cuenta en la entidad;3,00;16,08;Fija;19,74;238,00;Todo el territorio nacional;
45;BANCO DE SAN JUAN S.A.;2026-08-03;PRESTAMOS PARA EMPLEADOS PUBLICOS PROVINCIALES;P.P.EMPLEADOS PCOS;Pesos;50000000;4500;72;2000;1;84;40,00;Empleados públicos;3,63;129,16;Fija;129,16;66875,00;Todo el territorio nacional;COMISION CANCELACION ANTICIPADA PARA PRESTAMOS: ESTA COMISION SE APLICA SIEMPRE QUE NO HAYA TRANSCURRIDO, AL MENOS, LA CUARTA PARTE DEL PLAZO ORIGINAL O 180 DIAS CORRIDOS DESDE SU OTORGAMIENTO, DE AMBOS, EL MAYOR. CFT EXPRESADO EN TEA INCLUYE EL IVA Y EL IMPUESTO DE SELLOS DE LA PROVINCIA DE SAN JUAN:      129.16 PORCIENTO
65;BANCO MUNICIPAL DE ROSARIO;2026-07-31;CLIENTELA GENERAL TASA FIJA;CLIENTELA GENERAL;Pesos;50000000;1000;60;10000;4;84;30,00;Empleados públicos;4,84;117,02;Fija;153,78;86521,00;Todo el territorio nacional;EL COSTO FINANCIERO EFECTIVO TOTAL MAXIMO Y EL CARGO MAXIMO POR CANCELACION ANTICIPADA INCLUYEN IVA
65;BANCO MUNICIPAL DE ROSARIO;2026-07-31;CLIENTELA GENERAL TASA FIJA;CLIENTELA GENERAL;Pesos;50000000;1000;60;10000;4;84;30,00;Personas humanas Responsables Inscriptos;4,84;117,02;Fija;153,78;86521,00;Todo el territorio nacional;EL COSTO FINANCIERO EFECTIVO TOTAL MAXIMO Y EL CARGO MAXIMO POR CANCELACION ANTICIPADA INCLUYEN IVA
65;BANCO MUNICIPAL DE ROSARIO;2026-07-31;CLIENTELA GENERAL TASA FIJA;CLIENTELA GENERAL;Pesos;50000000;1000;60;10000;4;84;30,00;Clientes con cuenta en la entidad;4,84;117,02;Fija;153,78;86521,00;Todo el territorio nacional;EL COSTO FINANCIERO EFECTIVO TOTAL MAXIMO Y EL CARGO MAXIMO POR CANCELACION ANTICIPADA INCLUYEN IVA
65;BANCO MUNICIPAL DE ROSARIO;2026-07-31;CLIENTELA GENERAL TASA FIJA;CLIENTELA GENERAL;Pesos;50000000;1000;60;10000;4;84;30,00;Personas humanas en relación de dependencia;4,84;117,02;Fija;153,78;86521,00;Todo el territorio nacional;EL COSTO FINANCIERO EFECTIVO TOTAL MAXIMO Y EL CARGO MAXIMO POR CANCELACION ANTICIPADA INCLUYEN IVA
65;BANCO MUNICIPAL DE ROSARIO;2026-07-31;CLIENTELA GENERAL TASA FIJA;CLIENTELA GENERAL;Pesos;50000000;1000;60;10000;4;84;30,00;Personas humanas Monotributistas;4,84;117,02;Fija;153,78;86521,00;Todo el territorio nacional;EL COSTO FINANCIERO EFECTIVO TOTAL MAXIMO Y EL CARGO MAXIMO POR CANCELACION ANTICIPADA INCLUYEN IVA
72;BANCO SANTANDER ARGENTINA S.A.;2026-07-02;SUPER PRESTAMO PERSONAL;SUPER PRESTAMO PERSONAL;Pesos;50000000;10000;72;1150000;6;100;30,00;Personas humanas en relación de dependencia;4,00;114,92;Fija;150,86;80334,00;Todo el territorio nacional;EN LA CUOTA NO SE INCLUYEN IMPUESTOS PROVINCIALES
72;BANCO SANTANDER ARGENTINA S.A.;2026-07-02;ADELANTO DE SUELDO;ADELANTO DE SUELDO;Pesos;50000000;10000;2;810000;6;100;30,00;Clientes que acrediten sueldos en la entidad;4,00;125,22;Fija;165,29;567792,00;Todo el territorio nacional;EN LA CUOTA NO SE INCLUYEN IMPUESTOS PROVINCIALES
72;BANCO SANTANDER ARGENTINA S.A.;2026-07-02;SUPER PRESTAMO PERSONAL;SUPER PRESTAMO PERSONAL;Pesos;50000000;10000;72;1150000;6;100;30,00;Clientes con cuenta en la entidad;4,00;114,92;Fija;150,86;80334,00;Todo el territorio nacional;EN LA CUOTA NO SE INCLUYEN IMPUESTOS PROVINCIALES
72;BANCO SANTANDER ARGENTINA S.A.;2026-07-02;SUPER PRESTAMO PERSONAL;SUPER PRESTAMO PERSONAL;Pesos;50000000;10000;72;810000;6;100;30,00;Clientes que acrediten sueldos en la entidad;4,00;114,92;Fija;150,86;80334,00;Todo el territorio nacional;EN LA CUOTA NO SE INCLUYEN IMPUESTOS PROVINCIALES
72;BANCO SANTANDER ARGENTINA S.A.;2026-07-02;SUPER PRESTAMO PERSONAL;SUPER PRESTAMO PERSONAL;Pesos;50000000;10000;72;1150000;6;100;30,00;Personas humanas Monotributistas;4,00;114,92;Fija;150,86;80334,00;Todo el territorio nacional;EN LA CUOTA NO SE INCLUYEN IMPUESTOS PROVINCIALES
72;BANCO SANTANDER ARGENTINA S.A.;2026-07-02;SUPER PRESTAMO PERSONAL;SUPER PRESTAMO PERSONAL;Pesos;50000000;10000;72;1150000;6;100;30,00;Empleados públicos;4,00;114,92;Fija;150,86;80334,00;Todo el territorio nacional;EN LA CUOTA NO SE INCLUYEN IMPUESTOS PROVINCIALES
72;BANCO SANTANDER ARGENTINA S.A.;2026-07-02;SUPER PRESTAMO PERSONAL;SUPER PRESTAMO PERSONAL;Pesos;50000000;10000;72;1150000;6;100;30,00;Personas humanas Responsables Inscriptos;4,00;114,92;Fija;150,86;80334,00;Todo el territorio nacional;EN LA CUOTA NO SE INCLUYEN IMPUESTOS PROVINCIALES
83;BANCO DEL CHUBUT S.A.;2026-07-31;PRESTAMOS PERSONALES CON DESCUENTO DE HABERES;RE 298 C ;Pesos;40000000;0;36;0;0;100;40,00;Clientes que acrediten sueldos en la entidad;4,84;102,23;Fija;133,28;80574,00;Provincia del Chubut;COMISION APLICABLE CUANDO NO HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DE LA FINANCIACION  O 180 DIAS  CORRIDOS DE SU OTORGAMIENTO DE AMBOS EL MAYOR 
83;BANCO DEL CHUBUT S.A.;2026-07-31;PRESTAMOS PERSONALES CON DESCUENTO DE HABERES;RE 298 C ;Pesos;40000000;0;36;0;0;100;40,00;Clientes que acrediten sueldos en la entidad;4,84;102,23;Fija;133,28;80574,00;Ciudad Autónoma de Buenos Aires;COMISION APLICABLE CUANDO NO HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DE LA FINANCIACION  O 180 DIAS  CORRIDOS DE SU OTORGAMIENTO DE AMBOS EL MAYOR 
83;BANCO DEL CHUBUT S.A.;2026-07-31;PRESTAMOS PERSONALES CON DESCUENTO DE HABERES;RE 298 C ;Pesos;40000000;0;60;0;0;75;40,00;Clientes que acrediten sueldos en la entidad;4,84;102,23;Fija;133,28;74011,00;Provincia del Chubut;COMISION APLICABLE CUANDO NO HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DE LA FINANCIACION  O 180 DIAS  CORRIDOS DE SU OTORGAMIENTO DE AMBOS EL MAYOR 
83;BANCO DEL CHUBUT S.A.;2026-07-31;PRESTAMOS PERSONALES CON DESCUENTO DE HABERES;RE 298 C ;Pesos;40000000;0;60;0;0;75;40,00;Clientes que acrediten sueldos en la entidad;4,84;102,23;Fija;133,28;74011,00;Provincia de Río Negro;COMISION APLICABLE CUANDO NO HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DE LA FINANCIACION  O 180 DIAS  CORRIDOS DE SU OTORGAMIENTO DE AMBOS EL MAYOR 
83;BANCO DEL CHUBUT S.A.;2026-07-31;PRESTAMOS PERSONALES CON DESCUENTO DE HABERES;RE 298 C ;Pesos;40000000;0;36;0;0;100;40,00;Clientes que acrediten sueldos en la entidad;4,84;102,23;Fija;133,28;80574,00;Provincia de Río Negro;COMISION APLICABLE CUANDO NO HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DE LA FINANCIACION  O 180 DIAS  CORRIDOS DE SU OTORGAMIENTO DE AMBOS EL MAYOR 
83;BANCO DEL CHUBUT S.A.;2026-07-31;PRESTAMOS PERSONALES CON DESCUENTO DE HABERES;RE 298 C ;Pesos;40000000;0;60;0;0;75;40,00;Clientes que acrediten sueldos en la entidad;4,84;102,23;Fija;133,28;74011,00;Ciudad Autónoma de Buenos Aires;COMISION APLICABLE CUANDO NO HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DE LA FINANCIACION  O 180 DIAS  CORRIDOS DE SU OTORGAMIENTO DE AMBOS EL MAYOR 
86;BANCO DE SANTA CRUZ S.A.;2026-06-02;PRESTAMO PERSONAL PARA EMPLEADOS ACTIVOS DE LA ADMINISTRACION PUBLICA PROVINCIAL;PRESTAMO PERSONAL;Pesos;50000000;1000;72;50000;1;84;40,00;Clientes que acrediten sueldos en la entidad;3,63;135,00;Fija;135,00;65829,00;Provincia de Santa Cruz;EN EL CASO DE PRE CANCELACION TOTAL, NO SE COBRARA LA COMISION DE CANCELACION ANTICIPADA CUANDO AL MOMENTO DE EFECTUARLA HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DEL PLAZO ORIGINAL DE LA FINANCIACION O 180 DIAS CORRIDOS DESDE SU OTORGAMIENTO, DE AMBOS EL MAYOR.CFT EXPRESADO EN TEA INCLUYE EL IVA.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Personas humanas en relación de dependencia;5,00;103,18;Fija;137,14;74476,00;Provincia de Córdoba;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Beneficiarios de cuentas de la seguridad social;5,00;103,18;Fija;137,14;74476,00;Provincia de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Beneficiarios de cuentas de la seguridad social;5,00;103,18;Fija;137,14;74476,00;Provincia de Córdoba;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Clientes que acrediten sueldos en la entidad;5,00;103,18;Fija;134,59;74476,00;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Clientes que acrediten sueldos en la entidad;5,00;103,18;Fija;137,14;74476,00;Provincia de Córdoba;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Personas humanas Monotributistas;5,00;103,18;Fija;137,14;74476,00;Provincia de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Empleados públicos;5,00;103,18;Fija;134,59;74476,00;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Beneficiarios de cuentas de la seguridad social;5,00;103,18;Fija;134,59;74476,00;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Clientes con cuenta en la entidad;5,00;103,18;Fija;134,59;74476,00;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Empleados públicos;5,00;103,18;Fija;136,71;74476,00;Provincia de Río Negro;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Personas humanas Monotributistas;5,00;103,18;Fija;134,59;74476,00;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Personas humanas Responsables Inscriptos;5,00;103,18;Fija;136,71;74476,00;Ciudad Autónoma de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Clientes que acrediten sueldos en la entidad;5,00;103,18;Fija;136,71;74476,00;Provincia de Río Negro;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Personas humanas en relación de dependencia;5,00;103,18;Fija;134,59;74476,00;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Clientes con cuenta en la entidad;5,00;103,18;Fija;136,71;74476,00;Provincia de Río Negro;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Personas humanas Responsables Inscriptos;5,00;103,18;Fija;136,71;74476,00;Provincia de Río Negro;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Personas humanas Monotributistas;5,00;103,18;Fija;136,71;74476,00;Provincia de Río Negro;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Personas humanas en relación de dependencia;5,00;103,18;Fija;136,71;74476,00;Provincia de Río Negro;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Clientes que acrediten sueldos en la entidad;5,00;103,18;Fija;137,14;74476,00;Provincia de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Personas humanas Responsables Inscriptos;5,00;103,18;Fija;134,59;74476,00;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Clientes con cuenta en la entidad;5,00;103,18;Fija;137,14;74476,00;Provincia de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Beneficiarios de cuentas de la seguridad social;5,00;103,18;Fija;136,71;74476,00;Provincia de Río Negro;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Empleados públicos;5,00;103,18;Fija;136,71;74476,00;Ciudad Autónoma de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Empleados públicos;5,00;103,18;Fija;137,14;74476,00;Provincia de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Personas humanas Monotributistas;5,00;103,18;Fija;136,71;74476,00;Ciudad Autónoma de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Clientes con cuenta en la entidad;5,00;103,18;Fija;136,71;74476,00;Ciudad Autónoma de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Personas humanas Responsables Inscriptos;5,00;103,18;Fija;137,14;74476,00;Provincia de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Personas humanas en relación de dependencia;5,00;103,18;Fija;137,14;74476,00;Provincia de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Clientes con cuenta en la entidad;5,00;103,18;Fija;137,14;74476,00;Provincia de Córdoba;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Clientes que acrediten sueldos en la entidad;5,00;103,18;Fija;136,71;74476,00;Provincia de La Pampa;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30,00;Empleados públicos;5,00;103,18;Fija;136,71;74476,00;Provincia de La Pampa;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Beneficiarios de cuentas de la seguridad social;5,00;103,18;Fija;136,71;74476,00;Ciudad Autónoma de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Clientes con cuenta en la entidad;5,00;103,18;Fija;136,71;74476,00;Provincia de La Pampa;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;2026-07-27;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30,00;Beneficiarios de cuentas de la seguridad social;5,00;103,18;Fija;136,71;74476,00;Provincia de La Pampa;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
